filename,description
000011.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は25歳前後。顔は整っており、鼻筋が高く、目元が印象的。体型はスリムで、肩幅がやや広く、長身の印象。   外見的な手がかり：白いロングワンピースを着用し、Vネックでウエストがやや絞られている。首元にはターコイズブルーのビーズネックレス、手首には複数のブレスレット。サングラスを頭に載せている。   行動的な手がかり：立った姿勢でカメラに向かって微笑み、両手を自然に体の横に下ろしている。足元は黒いサンダルで、リラックスした表情と姿勢。    【背景】   時間帯は昼間で、太陽光が強く、影がはっきりしている。地域は都市部の通りで、建物はモダンな外観のコンクリートやガラス張り。屋外で、周囲は比較的閑静で混雑は少ない。周囲の物体には緑の木々、歩道、建物の窓や壁、遠くに数人の通行人が見える。
000012.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は40代後半から50代前半。顔はやや長めで、目元にしわがあり、黒髪を後ろに整えている。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：グレーのスーツに白いシャツ、茶色のネクタイを着用。左胸ポケットに白いハンカチが見える。眼鏡をかけており、フレームは細めの金属製。   行動的な手がかり：右手にタバコを持ち、歩行中。左手はポケットに入れており、やや前傾姿勢。表情は真剣で、視線はやや下向き。    【背景】   時間帯は昼間で、日差しが強く影がはっきりしている。地域は都市部の建物沿いの通りで、屋外。周囲の混雑度は低く、人物以外の人がいない。周囲の物体には、石造りの建物の壁面と窓、地面に影が落ちている。
000013.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔は整っており、黒髪のロングヘアが肩にかかる。体型はスリムで、細身ながらも健康的な印象。   外見的な手がかり：ベージュ系のロングドレスを着用し、裾に黄色と赤の幾何学模様が入っている。ウエストには茶色のベルトを締め、黒いフリンジ付きのショルダーバッグを斜めがけにしている。足元は茶色のストラップ付きヒールサンダル。   行動的な手がかり：立った姿勢で、やや横を向いており、視線は斜め前方に向けられている。表情は穏やかで、自然な微笑みを浮かべている。手は自然に下に下がっており、リラックスした雰囲気。    【背景】   時間帯は昼間と推測され、自然光が強く、影がはっきりしている。地域はヨーロッパ風の石造りの建物が並ぶ都市部の通り。屋外で、周囲の混雑度は低く、人物以外の人が写っていない。周囲の物体には、石造りの壁、アーケード、地面に埋め込まれた金属製の蓋、壁に取り付けられた緑色の看板が見える。
000014.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は40代後半から50代前半。顔は整っており、目が鋭く、鼻筋が高く、顎線がはっきりしている。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：グレーのチェック柄スーツに淡い紫色のシャツを着用。ネクタイは黒地に白いドット柄。左胸ポケットには白いハンカチが折り込まれている。アクセサリーは見当たらない。   行動的な手がかり：正面を向いて立っており、視線はやや右斜め前方に向けられている。表情は真剣で、口元は閉じており、やや眉をひそめている。手は自然に体の横に下がっている。    【背景】   屋外の環境で、背景にはガラスや金属製の構造物が見える。明るい日差しがあり、時間帯は昼間と推測される。周囲の混雑度は低く、人物の後ろには他の人物の姿は確認できない。周囲の物体には、赤や黄色の色がかった建物の一部や、屋根のような構造物がぼんやりと映っている。
000015.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半と推測される。顔は整っており、目が大きく、鼻筋がはっきりしている。体型は中肉中背で、筋肉質の印象はないが、軍服を着用しているため体格は標準的。   外見的な手がかり：迷彩柄の軍服を着用しており、ジャケットの左胸には「CHIARINI」という名前タグと青い三角形の徽章が見える。頭には黒いベレー帽をかぶり、首元は高めの襟で覆われている。   行動的な手がかり：正面を向いて立っており、両手は自然に体の横に下がっている。表情は穏やかで、やや微笑みを含んだまっすぐな視線をカメラに向けており、リラックスした姿勢。    【背景】   屋内環境で、壁は薄いベージュ色の塗装が施されており、下部にはグレーのコンクリートまたはタイルの腰壁がある。床は灰色のタイルまたはコンクリートで、周囲に他の人物や物は見えず、混雑はなし。左上には白い枠の窓または扉の一部が確認できる。時間帯は明るい室内照明から昼間と推測される。
000016.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔は整っており、短めの黒髪とやや濃い眉が特徴。体型は中肉中背で、肩幅が広く、スリムなシルエット。   外見的な手がかり：黒いロングコートに白地に黒い模様のTシャツ、グレーのインナー、黒いパンツを着用。足元は赤と白のスニーカー。手には青と紫の装飾が施された長い杖を持ち、首元には黒いスカーフを巻いている。   行動的な手がかり：正面を向いて立っており、杖を右手で持ち、やや前傾姿勢。表情は穏やかで、やや真剣な眼差し。目線はカメラに向かっており、静止したポーズを取っている。    【背景】   時間帯は曇り空の昼間で、日差しが弱い。地域は都市の街並みで、建物が高層で近代的。屋外の歩道上に立っており、周囲は比較的閑散としている。周囲の物体にはガラス張りの店舗、道路、電線、遠くに車が見える。
000017.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔は整っており、黒髪のロングヘアが肩にかかる。体型はスリムで、脚が長く、健康的な印象。   外見的な手がかり：緑色のジャケットに黒のショートパンツ、白いインナーを着用。足元は黒いフラットサンダル。肩に黒いトートバッグをかけている。   行動的な手がかり：笑顔でカメラに向かって軽やかに立っており、右手をやや上げてジェスチャーをしている。歩き方は写真撮影中のポーズであり、自然な立ち姿勢。    【背景】   時間帯は昼間と推測され、屋外の都市部の歩道。建物はクラシックなデザインの白いファサードで、窓や装飾が見られる。周囲の混雑度は低く、人物以外の人が写っていない。周囲の物体には建物の柱や手すり、歩道のタイル、遠くにゴミ箱が確認できる。
000018.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は30代後半から40代前半と推測される。顔は整っており、やや長めの茶色の髪が肩にかかる。体型は中肉中背で、健康的な印象。   外見的な手がかり：茶色のコットン素材のジャケットと同系色のパンツを着用し、グレーのセーターに黒地に白いドット柄のネクタイを合わせている。左胸には小さなピンが留められている。   行動的な手がかり：カメラに向かって微笑み、肩をやや後ろに引いた自然な姿勢で立っている。手はポケットに入れており、リラックスした表情と姿勢が見られる。    【背景】   屋外の石畳の広場に立っており、背景には古典様式の建物が見える。時間帯は曇り空の昼間と推測され、周囲は静かで混雑は見られない。建物の壁や手すり、遠くに木々のシルエットが確認できる。
000019.jpg,【人物属性】   身体的な手がかり：男性2名が写っており、左側の人物は20代後半から30代前半と推測される。顔は整っており、肌の色は黒人特有の濃い色調。体型は中肉中背で、筋肉質ではないがスリムな印象。右側の人物も同様の年齢層で、顎に濃い髭があり、やや丸みのある顔立ち。   外見的な手がかり：左側の人物は緑色の長袖シャツにデニムパンツ、裾を折り返し、黒地に白い縦縞のスカーフを腰に巻いている。頭には迷彩柄のキャップを被り、足元は茶色のローファー。右側の人物はベージュのジャケットにデニムパンツ、黒いベレー帽を被り、眼鏡をかけており、足元は茶色の革靴。   行動的な手がかり：左側の人物は手に白い紙を持ち、指で軽く触れている。表情は真剣で、視線はやや前方を向いている。右側の人物は左側の人物に寄り添い、やや前傾姿勢で会話している様子。両者とも歩行中で、自然な立ち姿勢。    【背景】   時間帯は昼間で、曇り空の下、自然光が均一に当たっている。地域は都市部の通りで、赤レンガの建物が並び、アメリカの都市（おそらくニューヨーク）の雰囲気。屋外で、周囲の混雑度は中程度。道路には銀色の車や白い車が停車しており、背景には信号機や看板、木々も見える。
000020.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半と推測される。顔は丸みを帯びており、目元が大きく、赤みのある唇が特徴的。体型はややコンパクトで、肩幅が広く見える。   外見的な手がかり：グレーの太編みセーターに、毛足の長いグレーのファー襟が付いている。頭には黒い編み込みのニット帽をかぶり、手袋は黒いレザー調。スカートは光沢のあるマゼンタ色で、黒いストッキングを着用。肩には黒いレザーバッグをチェーンで提げており、バッグにはカラフルなジッパーがアクセントとしてある。   行動的な手がかり：両手を胸の前で組み、やや前傾姿勢で立っている。表情は明るく微笑んでおり、カメラに向かってポーズを取っている様子。視線は正面を向いており、リラックスした雰囲気。    【背景】   屋外の街角で、赤レンガの壁が背景に見える。建物の壁には白い縦格子の窓と、青緑色の看板が一部確認できる。地面はコンクリートの歩道で、周囲に他の人物や車両は見えず、混雑度は低い。時間帯は昼間と推測され、自然光が強く、影がはっきりしている。
000021.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は60代前半から後半と推測される。白髪が混じる短めの髪型で、顔にはしわが見られ、やや丸みのある顔立ち。体型は中肉中背で、肩幅が広く、健康的な印象。   外見的な手がかり：グレー系のチェック柄ジャケットに白いパンツを着用。首には赤、紫、緑のストライプが入ったスカーフを巻き、手には黒いハンドバッグを提げている。ジャケットの内側には黒いベルトのような装飾品が見える。   行動的な手がかり：カメラに向かって微笑みながら立っており、右手をやや前に出し、リラックスした姿勢。歩き方は画像では確認できないが、立った姿勢から落ち着いた雰囲気が伝わる。    【背景】   屋外の石畳の上に立っており、背景は均一な濃いグレーの壁。周囲の混雑度は低く、人物以外の物体や人物は確認できない。時間帯は明るさから昼間と推測されるが、太陽光の方向や影の情報は不明。地域は都市部の公共空間や建物の外壁前と推測される。
000022.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔はやや長めの顔型で、短めの黒髪、目元が鋭く、顎線がはっきりしている。体型は中肉中背で、肩幅が広く、スリムな印象。   外見的な手がかり：黒と青の二色に分かれたセーターを着用し、裾には黄色と赤のストライプが入っている。デニムパンツと茶色の革靴を履いている。アクセサリーや装飾品は見当たらない。   行動的な手がかり：両手をポケットに入れ、正面を向いて立っている。表情は無表情で、やや真剣な印象。視線はカメラに向かっており、静止した姿勢。    【背景】   時間帯は昼間で、屋外の街角と思われる。地域は都市部の商店街または駅前のような場所。屋内外は屋外。周囲の混雑度は低く、人物以外の人が写っていない。周囲の物体には、ネスティアの広告が描かれた壁、緑色の街灯、ガラス張りの店舗、パンや菓子類の写真が貼られた看板がある。
000023.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半と推測される。顔は整っており、肌は明るく、髪は後ろでまとめられている。体型はスリムで、肩幅がやや広く、脚が長めに見える。   外見的な手がかり：黒と白、ピンクのストライプが入った無地のノースリーブワンピースを着用。左手に黒いハンドバッグを持ち、足元にはピンクのハイヒールサンダルを履いている。左手首には細いブレスレットが見える。   行動的な手がかり：歩行中で、右足を前に出し、軽やかな歩き方をしている。右手は自然に下に下がり、左手はバッグを持ちながらやや前に出している。表情は穏やかで、やや微笑みを浮かべており、視線はカメラに向かっている。    【背景】   屋外の都市環境で、背景には白い金属製の壁面があり、その上に複数の長方形の窓が並んでいる。壁面には都市のシルエットが描かれたデザインが施されている。時間帯は昼間と推測され、日差しが明るく、影が短い。周囲の混雑度は低く、人物以外の人物や移動物体は確認できない。周囲の物体には、壁面のデザインや窓、地面のコンクリート舗装がある。
000024.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半。顔は丸みを帯びており、赤みがかったショートヘアに巻き髪のヘアスタイル。肌は明るく、笑顔で頬にほっそりとした印象。体型はスリムで、肩幅がやや広め。   外見的な手がかり：レオパード柄の長袖セーターに、黒と白のストライプのスカートを着用。首元には白地に黄色の刺繍が施されたスカーフを巻き、手首には赤いブレスレットを装着。袖口はストライプのシャツが覗いており、レトロなスタイル。   行動的な手がかり：座った姿勢で、両手を膝の上に置き、やや前傾姿勢。笑顔でカメラに向かって視線を向け、親しみやすい表情。肩をやや前に出し、リラックスしたジェスチャー。    【背景】   屋内環境で、壁には青とベージュの花柄の壁紙が貼られている。照明は柔らかく、自然光に近い明るさ。周囲の物体は壁紙のみで、他の家具や人物は確認できない。混雑度は低く、静かな空間。時間帯は明るさから推測すると昼間。地域は特定できないが、インテリアから住宅内またはスタジオの可能性がある。
000025.jpg,【人物属性】   身体的な手がかり：女性2名が写っており、左側の女性は中年と見られる顔立ちで、短めの黒髪、やや丸みのある体型。右側の女性は金髪で波打つロングヘア、スレンダーな体型、顔はやや細長め。   外見的な手がかり：左側の女性は紫色の透け感のあるドレスに紫と白の模様のスカーフ、赤いハンドバッグを提げている。右側の女性は黒いロングドレスに腕時計とブレスレット、手に小さな茶色のバッグを持ち、足元はハイヒール。   行動的な手がかり：2人は肩を寄せ合い、カメラに向かって微笑みながら立っており、右側の女性は手を組んでリラックスした姿勢。左側の女性はやや前傾姿勢で、自然な表情。    【背景】   昼間の屋外で、都市の歩道と思われる場所。背景には建物や他の通行人が複数おり、周囲はやや混雑している。地面には金属製の格子状の蓋があり、周囲の物体には建物の壁や窓、通行人の服装から都市部の日常風景がうかがえる。
000026.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。顔は整っており、短めの黒髪、目が大きく、鼻筋がはっきりしている。体型は中肉中背で、肩幅が広く、スリムな印象。   外見的な手がかり：グレーの長めのコートを着用し、その下に青いセーターと白いシャツが重ねられている。デニムのジーンズとグレーのスニーカーを履いている。アクセサリーや装飾品は見当たらない。   行動的な手がかり：カメラに向かってまっすぐ立っており、両手を自然に下に垂らしている。表情は穏やかで、やや真剣な眼差し。歩き方やジェスチャーは画像では確認できない。    【背景】   屋外のコンクリートの通路に立っており、背景には木製の板や壁が並んでいる。周囲は人影がなく、混雑度は低い。時間帯は曇り空のため明確ではないが、昼間と思われる。周囲の物体には木板や壁、一部に白い布が貼られた部分がある。
000027.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。赤みがかった茶色の髪をトップでポニーテールにし、顎に濃いヒゲがある。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：カラフルな幾何学模様のニットセーターを着用し、その下に白いTシャツが覗く。首元には黒いフリースのスカーフを巻き、左腕にはグレーのコートを提げている。   行動的な手がかり：右耳に黒いスマートフォンを当て、通話中。右手で電話を握り、視線は下向きで集中している様子。歩行中だが、足元は写っておらず歩き方は不明。    【背景】   時間帯は曇りの日中と推測され、屋外の街並み。背景には古風な建物の壁や窓がぼんやりと見える。周囲には他の通行人が数人おり、やや混雑している。周囲の物体には、後ろに黒いジャケットを着た人物や、地面に置かれたバッグらしきものがある。
000028.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半と推測される。顔は整っており、黒いボブカットの髪型が特徴的。体型はスレンダーで、肩幅がやや広め。   外見的な手がかり：赤いロングコートと同系色のスカートを着用し、赤いハイヒールを履いている。首元には装飾的なネックレス、手首にはブレスレットを身につけ、赤いハンドバッグを隣に置いている。   行動的な手がかり：石造りの柱に腰掛けており、片足を組んでリラックスした姿勢。手は膝の上に置き、カメラに向かって穏やかな表情で微笑んでいる。    【背景】   屋外の石造りの建物の前で、柱や階段が確認できる。周囲は静かで混雑はなく、都市部の古風な建物の前と思われる。時間帯は曇り空の日中と推測され、周囲の物体には柱の上に置かれた小さな銅製のオブジェが見える。
000029.jpg,【人物属性】   身体的な手がかり：性別は男性で、見た目年齢は20代後半から30代前半と推測される。顔は整っており、短めの黒髪で、やや細身の体型をしている。   外見的な手がかり：茶色のレザージャケットに白いシャツ、黒いパンツを着用。金色のベルトとブレスレット、茶色の革靴を身につけている。手には黒い小物（サングラスか財布）を握っている。   行動的な手がかり：正面を向いて立っており、片手をポケットに入れ、もう片手で小物を握っている。表情は穏やかで、やや微笑みを含んだ視線をカメラに向けており、リラックスした姿勢である。    【背景】   時間帯は昼間で、屋外の公園と思われる場所にいる。周囲には並木道があり、木々の葉は緑と茶色が混ざっており、秋の季節である可能性がある。周囲の混雑度は低く、遠くに数人の人物がぼんやりと見える。地面は砂利や土の道で、木々の間から建物の一部が見える。
000030.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半と推測される。顔は整っており、短めの黒髪が特徴。体型はスリムで、肩幅がやや広く、脚が長めに見える。   外見的な手がかり：黒いTシャツと黒いスカートのセットアップを着用。足元は黒いハイヒールサンダル。手には黒いレザーハンドバッグを持ち、装飾品は確認できない。   行動的な手がかり：立った姿勢で、両手をバッグに添え、やや前を向きながら静かに立っている。表情は無表情で、視線はやや横を向いており、落ち着いた雰囲気。    【背景】   時間帯は昼間で、日差しが強く、影がはっきりしている。地域はヨーロッパ風の石造りの建物が並ぶ街並みで、屋外の歩道上。周囲の混雑度は低く、人物の他に車1台と建物のみが確認できる。周囲の物体には黒いSUV車、アーチ型の建物入口、壁に取り付けられた照明がある。
000031.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代前半から中盤と推測される。顔はやや長めの顔立ちで、金髪のロングヘアが肩にかかる。体型はスレンダーで、細身の印象。   外見的な手がかり：黒いロングコートに紫色のスカート、黒いレッグウォーマーを着用。黒いレザーバッグを肩にかけ、赤い布製の小物を手に持っている。   行動的な手がかり：歩行中で、やや前傾姿勢。右手で赤い小物を握り、左手はバッグの持ち手に触れている。表情は穏やかで、やや微笑みを含んだ視線をカメラに向ける。    【背景】   屋外の都市環境で、石畳の歩道とガラス張りの建物が見える。時間帯は昼間と推測され、周囲は静かで混雑は少ない。建物の窓には青い矢印の標識があり、背景には自転車や壁面の装飾が確認できる。
000032.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は30代後半から40代前半と推測される。顔は整っており、黒髪を後ろでまとめている。体型はスリムで、肩幅がやや広め。   外見的な手がかり：黒いロングコートに黒いタイツ、白いスニーカーを着用。手には茶色のハンドバッグを持ち、首元にはコートのフードが折り返されている。   行動的な手がかり：正面を向いて立っており、足をやや開いてバランスを取っている。表情は穏やかで、視線はやや下向き。手は自然に下に垂れている。    【背景】   屋内空間で、白い壁とコンクリートの床が特徴。周囲には黄色と白の幾何学模様のアート作品や、金属製の椅子、陶器のような彫刻が置かれている。混雑はなく、静かな展示空間のよう。時間帯は明るい室内照明から昼間と推測される。
000033.jpg,【人物属性】   身体的な手がかり：男性で、見た目年齢は20代後半から30代前半。金髪のカールヘアが特徴で、顔はやや丸みを帯びており、顎線はやや緩やか。体型は中肉中背で、肩幅が広く、筋肉質の印象。   外見的な手がかり：グレーのチェック柄のベストとショートパンツを着用し、袖が短い白いシャツをインナーに。サングラスをかけており、首元には細いチェーンのネックレスが見える。   行動的な手がかり：正面を向いて立ち、両手を自然に下に垂らし、ややリラックスした姿勢。表情は穏やかで、口元は閉じており、視線はやや前方に向けられている。    【背景】   昼間の屋外で、日差しが強く、影がはっきりしている。緑豊かな木々や芝生があり、公園や広場のような場所。周囲には数人の人物がぼんやりと見え、やや混雑しているが、主に背景に位置。地面はアスファルトで、遠くに青い物体（おそらくゴミ箱やベンチ）が見える。
000034.jpg,【人物属性】   身体的な手がかり：女性で、見た目年齢は20代後半から30代前半と推測される。顔は整っており、明るい肌色で、赤みがかった髪を後ろでまとめている。体型はスリムで、脚が長く、バランスの取れたプロポーションを示している。   外見的な手がかり：白い半袖のトップスに赤いタイトスカートを着用しており、首元には黒いリボンがアクセントとして添えられている。足元には黒いストラップヒールを履いている。   行動的な手がかり：椅子に座り、両手を膝の上に置き、自然なポーズをとっている。表情は明るく笑顔で、歯を見せており、視線はカメラに向かっており、親しみやすい印象を与える。    【背景】   屋内環境で、木製の床とダークカラーの家具が配置されている。背景にはストライプ模様のアームチェアと、黒いキャビネットやスピーカーが見える。テーブルの上には本や緑色の箱が置かれており、周囲は静かで混雑していない。時間帯は明るい照明から昼間または室内照明の下での撮影と推測される。
